NameCorp,AfterEmerging,Assets1Before,Assets2Before,Assets3Before,AssetsBefore,AssetsCurrDollar,AssetsEmerging,AssetsPetCurrDollar,AssetsPetition,BondISIN,BondPriceDisp,BondPriceFile,BondPriceMoveDuring,CaseNum,CaseNumRefile,CaseNumTransfer,CeoFiling,CeoNotes,CeoReplaced,CikBefore,CikEmerging,CityChange,CityDisposed,CityFiledCategory,Chapter,CityFiled,CityRefile,ClaimsAgent,ClaimsAgentFirm,ClaimsSecDiscloState,ClaimsUnsec,CommCred,CommCredAtty,CommCredAttyCol,CommCredAttySubstit,CommEquity,CommEquityAtty,CommEquityAttyCol,CommEquityAttySubstit,CommRetirees,CommRetireesName,CommRetireesRequest,CommonName,CPIndexAtConf,CPIndexAtFiling,Cusip6,Cusip9,Date10k1Before,Date10k2Before,Date10k3Before,Date10kBefore,Date10kBeforeLink,Date10kDuring,Date10kDuringLink,Date10kEmerging,Date10kEmergLink,Date10kSalesEmerge,Date363Sale,DateCeoBegin,DateCeoEnd,DateCommCred,DateCommCredBy,DateConfirmed,DateConvDismiss,DateDipLoan1FinOrd,DateDiscloState,DateDisposed,DateEffective,DateEmerging,DateFeeRev,DateFiled,DateJudgeAppt,DateRefile,DateTransferred,DateTurnEngage,DaysDocsAfter,DaysEmergeToRefile,DaysFiledTo363,DaysIn,DENYOther,DipAtty,DipAttyColDoc,DipAttyColDkt,DipFinAdvPetition,DipLoan,DipLoan1Lender,DipLoan1Total,DipLoan2Lender,DipLoan2Total,DipLoanAdditional,DipLoanDoc,Disposition,DistFiled,DistribComments,DistribEquity,DistribSecDiscloState,DistribUnsec,DistribUnsecPct,DktNumConf,DktOnPacer,DocsOnPacer,DocsPublic,EbitBefore,EbitCurrDollars,EbitdaBefore,EbitdaEmerging,EbitEmerging,Emerge,Emerg10k,EmplBefore,EmplEmerging,EmplUnionBefore,EmplUnionEmerging,Examiner,ExaminerName,ExaminerRequest,FeeReviewer,FilingRate,FirmEnd,FreshStartAccounting,GdpDisp,GdpFiling,GdpRefiling,GdpYear1AftDisp,GdpYear1BefFile,GdpYear2AftDisp,GdpYear2BefFile,GvkeyBefore,GvkeyEmerging,HeadCAtFiling,HeadCityPctPop,HeadCityPop,HeadCourtCity,HeadCourtCityToDE,HeadStAtFiling,HqToForum,HqToHqCtCity,IncomeBEBefore,IncomeBEEmerging,IncPublic,InterCompanyClaims,InterCompanyDistrib,InterCompanyPct,JudgeApptDist,JudgeDisposition,JudgeFiling,Liab1Before,Liab2Before,Liab3Before,LiabBefore,LiabCurrDollar,LiabEmerging,LiabPetCurrDollar,LiabPetition,MonthDisp,MonthFiled,MonthRefile,MonthsIn,Multiple363Sales,NameEmerging,NetIncomeBefore,NetIncomeEmerging,NumberFiling,Prepackaged,PrimaryKey,Prime1YearAftDisp,Prime1YearBefFile,Prime2YearAftDisp,Prime2YearBefFile,PrimeDisp,PrimeFiling,PrimeRefiling,ProfFees10k,ProfFees10kNotes,Refile,Refile5,Refile5RepRange,RelatedFilings,Sale,Sale363,SaleConf,SaleIntended,Sales1Before,Sales2Before,Sales3Before,SalesBefore,SalesCurrDollar,SalesEmerging,Shop,SICDescription,SICDivision,SICIndustryGroup,SICMajGroup,SICPrimary,SubCon,TortCause,TransferCity,TransferDist,Transferred,Trustee,TrusteeFor,TrusteeName,TrusteeRequest,TrusteeRequestor,TurnFirm,TurnOffice,TurnPerson,TurnRepRange,TurnType,UsPopFiling,Voluntary,YearConfirmed,YearDisposed,YearEmerged,YearFiled,YearsEmergeToRefile
Aceto Corporation,,503,,,503,590,,884,753,,,,,19-13448,,,William C. Kennally III,Assets sold by 363 sale,NoReplace,0000002034,,,Newark,Other,11,Newark,,yes,Prime Clerk LLC,,,yes,Stroock Stroock,"Porzio, Bromberg & Newman, PC / Stroock & Stroock & Lavan LLP",,no,,,,no,,,,256.8,252.8,004446,100,6/30/2018,,,6/30/2018,6/30/2018,,,,,,4/10/2019,10/2/2017,5/31/2019,2/28/2019,,9/18/2019,,3/15/2019,7/23/2019,9/18/2019,10/1/2019,,,2/19/2019,12/29/2014,,,,,,50,211,OT,Lowenstein Sandler,Lowenstein Sandler LLP,,,yes,Wells Fargo Bank National Association,60,,,,yes,confirmed,NJ,,,,,,996,yes,yes,yes,-17.187,-20.180,15.625,,,no,pending,315,,1,,,,,pending,25,,,117.700,115.882,,115.318,113.432,121.033,110.060,001094,,Port Washington,0.00%,"15,600",NY Central Islip,144,NY,27,26,-316.121,,NY,,,,NJ,Vincent F. Papalia,Vincent F. Papalia,672,,,672,789,,825,703,9,2,,7.0,,liquidated,-316.121,,9,free fall,1143,3.25,4.50,3.25,3.75,5.00,5.50,,,,,not emerged 5,no,,yes,yes,,"yes, buyer",711,,,711,"835,242,338",,Yes,"Drugs, Drug Proprietaries, And Druggists' Sundries",F: Wholesale Trade,"512 Drugs, Drug Proprietaries, And Druggists' Sundries",51 Wholesale Trade-non-durable Goods,5122,,Not tort,,,no,,,,,,,,,,,"328,239,523",voluntary,2019,2019,,2019,
"Acme Metals, Incorporated",compact strip process mini-mill sold to International Steel Group Inc. and integrated; 8/2002,829,806,755,829,"1,504",,"1,476",814,,,,,98-02179,,,Stephen D. Bennett,Acquired by International Steel Group on 10/10/2002,NoReplace,0000883702,,,Wilmington,Wilmington,11,Wilmington,,,,,,yes,,,,denied,,,,no,,,,181.3,163.6,004724,100,12/28/1997,12/29/1996,12/31/1995,12/28/1997,12/28/1997,12/27/1998,12/27/1998,,,,,4/15/1996,10/10/2002,10/14/1998,,11/1/2002,,12/15/1998,8/27/2002,11/1/2002,11/25/2002,,,9/28/1998,10/15/1982,,,,-463,,,"1,495",DE,Hughes Hubbard,,"Young, Conaway, Stargatt & Taylor LLP  / Hughes Hubbard & Reed LLP",,yes,,,,,,,confirmed,DE,,,,,,2244,yes,docs after date,no,-35.057,-63.599,4.353,,,no,no,"2,471",,"1,679",,no,,yes,no,31,,,83.361,74.438,,86.941,71.508,89.859,68.315,012569,,Riverdale,0.01%,"14,110",IL Chicago,653,IL,645,20,-47.518,,DE,,,,OH SD,Randall J. Newsome,,643,,,643,"1,167",,982,541,11,9,,49.8,,liquidated,-77.205,,6,free fall,228,4.00,8.50,4.75,8.25,4.75,8.50,,,No. No 10k for 2001 or 2002,,not emerged 5,yes,,no,no,no,no,488,498,522,488,"885,365,770",,Yes,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling",D: Manufacturing,"331 Steel Works, Blast Furnaces, and Rolling And",33 Primary Metal Industries,3312,,Not tort,,,no,no,,,no,no,,,,,,"275,850,000",voluntary,2002,2002,,1998,
"ACT Manufacturing, Inc.",,"1,068",,,"1,068","1,794",,,,,,,,01-47641,,,John A. Pino,End date is date sold to Capital Partners Inc.,NoReplace,0000937971,,,Worcester,Other,11,Worcester,,,,43.185,450.000,yes,Choate Hall,"Choate, Hall & Stewart",,no,,,,no,,,,184.6,176.7,000973,107,12/31/2000,,,12/31/2000,12/31/2000,,,,,,7/2/2002,1/15/1993,7/17/2002,1/4/2002,,8/13/2003,,,5/12/2003,8/13/2003,,,,12/21/2001,8/10/2000,,,,,,193,600,OT,Mintz Levin,,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, PC",,yes,,,,,,,confirmed,MA,,0,43.185,18.900,4.2%,1662,yes,yes,no,64.472,108.291,80.389,,,no,no,"8,800",,1,,no,,no,no,97,,,85.949,81.733,,88.950,81.594,92.016,79.293,031661,,Hudson,0.01%,"14,440",MA Boston,296,MA,16,34,28.939,,MA,no,"extinguished, substantive consolidation",0,MA,Joel B. Rosenthal,Joel B. Rosenthal,848,,,848,"1,424",,,,8,12,,20.0,,liquidated,28.939,,,free fall,305,4.50,9.50,6.50,8.50,4.00,4.75,,,No. No 10k for any years,,not emerged 5,yes,,yes,yes,,no,"1,371",,,"1,371","2,302,150,358",,Yes,Printed Circuit Boards,D: Manufacturing,367 Electronic Components And Accessories,36 Electronic And Other Electrical Equipment And Components,3672,subcon,Not tort,,,no,no,,,no,no,,,,,,"284,970,000",voluntary,2003,2003,,2001,
Acterna Corp.,"Acquired by JDS Uniphase Corp, 5/2005",406,"1,015",,406,657,,692,428,,,,,03-12837,,,John R. Peeler,CEO took new position with acquiring company,NoReplace,0000030841,,,New York,New York,11,New York,,,,701.767,298.232,yes,Blank Rome,Blank Rome LLP,,no,,,,no,,,,185.2,183.5,00503U,105,3/31/2003,3/31/2002,,3/31/2003,3/31/2003,,,,,,,3/13/2003,8/3/2005,5/20/2003,,9/25/2003,,6/19/2003,8/26/2003,9/25/2003,10/14/2003,9/25/2003,6/30/2003,5/6/2003,3/28/1980,,,,,,,142,NY,Weil Gotshal,"Weil, Gotshal & Manges LLP",,,yes,,,,,,,confirmed,NY SD,,0,287.754,3.500,1.2%,337,yes,yes,no,-96.240,-155.661,-64.674,,,yes,no,"2,840",,1,,no,,no,fee committee,57,merged,,85.949,84.540,,88.950,82.917,92.016,81.835,004132,,Germantown,0.02%,"59,291",MD Greenbelt,89,MD,205,30,-556.139,,DE,yes,,100,NY SD,Burton R. Lifland,Burton R. Lifland,"1,249",,,"1,249","2,020",,"2,011","1,243",9,5,,4.7,,Acterna Inc.,-408.160,,,prenegotiated,379,4.75,4.75,6.75,7.50,4.00,4.25,,,No. No 10k for 2003,,emerged no refile 5,yes,,no,no,no,no,680,"1,133",,680,"1,100,411,674",,Yes,Instruments for Measuring and Testing of Electricity and Electrical Signals,D: Manufacturing,"382 Laboratroy Apparatus and Analytical, Optical","38 Measuring, Analyzing and Controlling Instruments; Photographic, Medical",3825,no,Not tort,,,no,no,,,no,no,AlixPartners,,,,,"290,110,000",voluntary,2003,2003,2003,2003,
"Adelphia Business Solutions, Inc.",acquired by Level 3 Communications 7/24/2006,,"1,890",,"1,890","3,137",,370,223,,,,,02-11389,,,James P. Rigas,,Replaced,0001017648,,,New York,New York,11,New York,,,,612.030,"1,010.904",yes,Kramer Levin,Kramer Levin Naftalis & Frankel LLP,,no,,,,no,,,,184.3,178.8,006847,107,,12/31/2000,,12/31/2000,12/31/2000,,,,,,,10/9/1996,6/4/2002,4/5/2002,,12/19/2003,,8/9/2002,10/22/2003,12/19/2003,4/7/2004,12/19/2003,,3/27/2002,9/5/2000,,,,,,,632,NY,Weil Gotshal,"Weil, Gotshal & Manges LLP",,,yes,,,,,,,confirmed,NY SD,,0,112.130,66.464,6.6%,1609,yes,yes,no,-223.152,-370.419,-121.026,,,yes,no,"2,774",,1,,no,,no,no,83,,,86.941,82.410,,89.859,81.329,92.539,79.582,106881,,Coudersport,0.00%,"2,638",PA Williamsport,131,PA,218,87,-309.824,,DE,yes,,0,NY SD,Robert E. Gerber,Stuart M. Bernstein,,"1,610",,"1,610","2,672",,"1,465",882,12,3,,21.1,,Telcove,-309.824,,,free fall,444,5.25,8.00,7.25,9.00,4.00,4.75,,,No. No 10k for any years,,emerged no refile 5,yes,,no,no,no,no,,352,,352,"584,298,345",,Yes,"Telephone Communications, Except Radiophones","E: Transportation, Communications, Electric, Gas",481 Telephone Communications,48 Communications,4813,subcon,Fraud,,,no,no,,,no,no,,,,,,"287,630,000",voluntary,2003,2003,2003,2002,
Adelphia Communications Corp.,assets sold to Comcast and TWC on 7-31-2007,,"21,499",,"21,499","35,470",,"40,271","24,410",US006848AP04,96.75,47,49.75,02-41729,,,Erland Kailbourne,,Replaced,0000796486,,,New York,New York,11,New York,,,,"7,088.811","10,723.965",yes,Kasowitz Benson,"Kasowitz, Benson, Torres & Friedman LLP",,yes,,,,no,,,,202.4,179.9,006848,105,,12/31/2000,,12/31/2000,12/31/2000,12/31/2003,12/31/2003,,,,6/28/2006,5/15/2002,3/17/2003,7/11/2002,,1/5/2007,,8/23/2002,11/21/2005,1/5/2007,2/13/2007,,3/7/2003,6/25/2002,9/5/2000,,,,,,1464,"1,655",NY,Willkie Farr,"Wilkie, Farr / Fried Frank?",,,yes,,,,,,,confirmed,NY SD,,0,"7,118.121","7,371.666",68.7%,12952,yes,yes,no,221.516,365.455,680.602,,,no,no,"15,735",,738,,no,,yes,fee committee,83,,,95.232,82.917,,96.610,81.835,93.439,81.031,012484,,Coudersport,0.00%,"2,638",PA Williamsport,131,PA,218,87,-547.568,,DE,,,,NY SD,Robert E. Gerber,Robert E. Gerber,,"16,287",,"16,287","26,871",,"30,694","18,605",1,6,,55.2,,liquidated,-547.568,,228,free fall,323,7.25,7.00,3.25,9.50,8.25,4.75,,,No. No 10k for 2006 or 2007,,not emerged 5,yes,,yes,yes,,no,,"2,909",,"2,909","4,799,235,536",,Yes,Cable and Other Pay Television Services,"E: Transportation, Communications, Electric, Gas",484 Cable and Other Pay Television Services,48 Communications,4841,,Fraud,,,no,no,"Arahova Communications, Inc.",,yes,Ad hoc committee of Arahova Noteholders,,,,,,"287,630,000",voluntary,2007,2007,,2002,
Adeptus Health Inc.,,,525,,525,638,,,,,,,,17-31432,20-33071,,Gregory W. Scott,,Replaced,0001602367,,,Dallas,Other,11,Dallas,Houston,yes,"Epiq Bankruptcy Solutions, LLC",,,yes,Akin Gump,Akin Gump Strauss Hauer & Feld LLP,,yes,Brown Rudnick,Brown Rudnick LLP,,no,,,,246.8,244.5,006855,100,,12/31/2015,,12/31/2015,12/31/2015,,,,,,,11/7/2016,10/2/2017,5/1/2017,,9/29/2017,,6/6/2017,7/19/2017,9/29/2017,10/2/2017,9/29/2017,,4/19/2017,5/12/2006,12/18/2020,,,,1176,,163,OT,Norton Rose,Norton Rose Fulbright LLP,,,yes,"Deerfield Management Company, L.P.",58,,,,yes,confirmed,TX ND,,,,,,821,yes,yes,yes,27.380,33.233,45.255,,,yes,no,"3,202",,1,,no,,yes,pending,30,,,111.530,110.614,116.429,115.047,108.396,117.700,106.933,020672,,Lewisville,0.03%,"106,656",TX Plano,1276,TX,22,22,13.217,,DE,,,,TX ND,Stacey G.C. Jernigan,Stacey G.C. Jernigan,,376,,376,456,,,,9,4,12,5.4,,Adeptus Health Inc.,13.217,,140,free fall,1099,5.25,3.50,5.00,3.25,4.25,4.00,3.25,,,Refiled,not emerged 5,no,,yes,no,yes,Invest for Control,,421,,421,"510,528,127",,Yes,,I: Services,806 Hospitals,80 Health Services,8060,,Not tort,,,no,,,,,,,,,,,"325,719,178",voluntary,2017,2017,2017,2017,3.2
Advanced Radio Telecom Corp.,,456,398,,456,765,54,,,,,,,01-01511,,,Wharon Rivers,,Replaced,0001010286,0001010286,,Wilmington,Wilmington,11,Wilmington,,,,,,yes,Andrews Kurth,Andrews & Kurth LLP / Saul Ewing LLP,,no,,,,no,,,,177.7,176.9,31865X,106,12/31/2000,12/31/1999,,12/31/2000,12/31/2000,,,12/31/2002,12/31/2002,12/31/2002,,11/6/2000,9/30/2001,5/8/2001,,10/31/2001,,,9/20/2001,10/31/2001,12/20/2001,10/31/2001,,4/20/2001,7/18/1985,,,,-98,,,194,DE,Pachulski Stang,,"Pachulski, Stang, Ziehl, Young & Jones PC",,no,,,,,,,confirmed,DE,,,,,,276,yes,docs after date,no,-65.912,-110.585,-56.212,-1.879,-1.897,yes,yes,105,3,1,1,no,,no,no,97,,yes,81.733,81.835,,83.361,81.031,86.941,76.993,063942,063942,Bellevue,0.04%,"110,848",WA Seattle,2370,WA,2356,10,-76.772,-27.725,DE,,,,DE,"Joseph J. Farnan, Jr.","Joseph J. Farnan, Jr.",197,163,,197,331,13,,,10,4,,6.5,,"First Avenue Networks, Inc.",-76.772,-27.725,,free fall,426,4.75,9.00,4.00,7.75,5.50,7.50,,2.50,Yes,,emerged no refile 5,yes,,no,no,no,no,1,1,1,1,"2,082,109",0,Yes,Radiotelephone Communications,"E: Transportation, Communications, Electric, Gas",481 Telephone Communications,48 Communications,4812,,Not tort,,,no,no,,,no,no,,,,,,"284,970,000",voluntary,2001,2001,2001,2001,
Advanta Corp.,,"3,585",,,"3,585","4,922",,498,363,,,,,09-13931,,,Dennis Alter,,NoReplace,0000096638,,,Wilmington,Wilmington,11,Wilmington,,yes,"The Garden City Group, Inc.",0.058,429.037,yes,Latham Watkins,Latham & Watkins LLP,,no,,,,no,,,,221.3,216.2,007942,204,12/31/2008,,,12/31/2008,12/31/2008,,,,,,,10/15/1997,2/28/2011,11/24/2009,,2/11/2011,,,11/2/2010,2/11/2011,2/28/2011,,2/4/2010,11/8/2009,1/25/2001,,,,,,,460,DE,Weil Gotshal,"Weil, Gotshal & Manges LLP",,,no,,,,,,no,confirmed,DE,,0,0.058,228.234,53.2%,1173,yes,yes,yes,-36.905,-50.663,-29.656,,,no,no,841,,1,,no,,no,fee auditor,91,liquidation piecemeal,,97.022,94.618,,99.545,94.541,101.154,97.005,012108,,Spring House,0.00%,"3,547",PA Reading,47,PA,34,47,-43.823,,DE,no,substantive consolidation for all purposes including voting,0,DE; PA ED,Kevin J. Carey,Kevin J. Carey,"3,078",,,"3,078","4,225",,454,331,2,11,,15.3,,liquidated,-43.823,,15,free fall,726,3.25,4.00,3.25,7.50,3.25,3.25,,,,,not emerged 5,no,,no,no,no,no,489,,,489,"670,949,292",,Yes,Personal Credit Institutions,"H: Finance, Insurance, And Real Estate",614 Personal Credit Institutions,61 Non-depository Credit Institutions,6141,subcon,Not tort,,,no,no,,,no,no,none,no turnfirm,none,no,none,"306,770,000",voluntary,2011,2011,,2009,
"Aeropostale, Inc.",,354,,,354,438,,,,,,,,16-11275,,,Julian R. Geiger,,NoReplace,0001168213,,,New York,New York,11,New York,,yes,Prime Clerk LLC,,,yes,Pachulski Stang,Pachulski Stang Ziehl & Jones LLP,,no,,,,no,,,,249.6,240.2,007865,108,1/30/2016,,,1/30/2016,1/30/2016,,,,,,9/13/2016,8/18/2014,11/30/2016,5/11/2016,,3/30/2018,,6/10/2016,2/9/2018,3/30/2018,4/17/2018,,,5/4/2016,9/7/2010,,,,,,132,695,NY,Weil Gotshal,"Weil, Gotshal & Manges LLP",,,yes,Crystal Financial LLC,160,,,,yes,confirmed,NY SD,,,,,,1732,yes,yes,yes,-125.827,-155.456,-87.872,,,no,pending,"20,330",,1,,no,,no,pending,43,,,113.432,108.396,,115.882,106.933,116.832,103.778,147661,,New York,2.64%,"8,537,673",NY New York,106,NY,1,1,-136.943,,DE,,,,NY SD,Sean H. Lane,Sean H. Lane,390,,,390,482,,,,3,5,,23.2,,liquidated,-136.943,,11,free fall,1066,5.50,3.25,3.25,3.25,4.75,3.50,,,,,not emerged 5,no,,yes,yes,,no,"1,507",,,"1,507","1,861,696,985",,No,,G: Retail Trade,,56 Apparel And Accessory Stores,5600,,Not tort,,,no,,,,,,,,,,,"323,127,515",voluntary,2018,2018,,2016,
"AgriBioTech, Inc.",,342,,,342,602,,,,,,,,00-10533,,,Richard P. Budd,"End date is date court appointed ""the Company's responsible person""",Replaced,0000876320,,,Las Vegas,Other,11,Las Vegas,,,,121.025,81.250,yes,Kummer Kaempfer,Cox & Smith Incorporated / Kummer Kaempfer Bonner & Renshaw,,no,,,,no,,,,176.9,168.8,008494,106,6/30/1999,,,6/30/1999,6/30/1999,,,,,,,2/26/1999,2/15/2000,1/31/2000,,4/9/2001,,3/22/2000,1/22/2001,4/9/2001,4/23/2001,,,1/25/2000,1/11/1988,,,,,,,440,OT,Pachulski Stang,,"Pachulski, Stang, Ziehl, Young & Jones PC",,yes,,,,,,,confirmed,NV,,0,87.275,3.075,3.8%,3609,yes,yes,no,-25.639,-45.080,-14.409,,,no,no,826,,1,,no,,no,no,80,liquidation piecemeal,,81.835,79.582,,82.917,76.355,84.540,72.843,029387,,Henderson,0.06%,"175,381",NV Las Vegas,2163,NV,11,14,-45.841,,NV,no,"substantive consolidation, no allowance process",0,NV,Linda B. Riegle,,133,,,133,234,,,,4,1,,14.7,multiple,ABT Creditor Trust,-49.760,,5,free fall,554,4.75,7.75,4.25,8.50,8.00,8.50,,,No. No 10k for any years,,not emerged 5,yes,Parallel CCCA in Canada,yes,yes,,maybe,370,205,66,370,"651,358,644",,No,,A: Agricultural Production Crops,,01 Crops,100,subcon,Not tort,,,no,no,,,no,no,,,,,,"282,160,000",voluntary,2001,2001,,2000,
Agway Inc.,,"1,574",,,"1,574","2,577",,,,,,,,02-65872,,,Donald P. Cardarelli,,Replaced,0000002852,,,Utica,Other,11,Utica,,,,58.300,554.871,yes,Pachulski Stang,"Pachulski, Stang, Ziehl, Young, Jones & Weintraub P.C. / Green & Seifter PLLC",,no,,,,yes,Official Committee of Holders of Retiree Benefit Claims,Debtors,,188.0,181.3,008662,108,6/30/2002,,,6/30/2002,6/30/2002,,,,,,,1/10/1995,4/1/2003,10/11/2002,,4/28/2004,,10/22/2002,2/26/2004,4/28/2004,5/1/2004,,,10/1/2002,10/4/1985,,,,-489,,,575,OT,Weil Gotshal,,"Menter, Rudin and Trivelpiece, P.C. / Weil, Gotshal & Manges LLP",,yes,,,,,,,confirmed,NY ND,,0,58.300,329.188,59.3%,5062,yes,docs after date,no,3.057,5.004,23.865,,,no,no,"4,200",,106,,no,,no,no,83,,,88.120,83.361,,91.299,81.733,94.017,81.594,001193,,DeWitt (Syracuse),0.05%,"147,068",NY Utica,232,NY,40,46,-17.551,,DE,yes,"substantive consolidation for Agway, not FCI",,NY ND,Stephen D. Gerling,Stephen D. Gerling,"1,510",,,"1,510","2,472",,,,4,10,,19.2,multiple,liquidated,-98.247,,6,free fall,377,5.75,6.00,7.75,9.50,4.00,4.75,,,No. No 10k for any years,,not emerged 5,yes,,yes,yes,,no,900,,,900,"1,473,236,136",,No,,D: Manufacturing,204 Grain Mill Products,20 Food and Kindred Products,2040,partial,Not tort,,,no,no,,,no,no,,,,,,"287,630,000",voluntary,2004,2004,,2002,
Air Florida System Inc.,"Assets sold to Midway Airlines; purchased Pocono Airlines Inc.; sold all  to their bank July, 1988",,229,402,229,653,,493,173,,,,,84-01223,88-00332,,J.R.K. Tinkle,End date is 363 sale date,NoReplace,,,,Miami,Other,11,Miami,Wilkes-Barre,,,,198.222,yes,,no data,,no,,,,,,,"Jet Florida Systems, Inc.",109.7,104.1,009114,109,12/31/1983,12/31/1982,12/31/1981,12/31/1983,,,,12/31/1986,,,9/15/1984,5/3/1984,9/15/1984,,,8/7/1986,,,,8/7/1986,,9/15/1984,,7/3/1984,4/1/1978,5/25/1988,,,,1348,74,765,OT,Carlton Fields,"Carlton, Fields",,,,,,,,,,confirmed,FL SD,,0,,0.605,0.3%,,some,none,no,-11.289,-32.186,-1.295,,,yes,yes (shell),"1,400",,,,no,,,no hits,6,,,50.873,47.318,54.419,52.535,44.263,54.738,41.861,001204,999999,Miami,0.15%,"351,538",FL Miami,999,FL,1,1,-39.229,,DE,,,,FL SD,Sidney M. Weaver,Sidney Weaver,,,351,351,"1,002",,,,8,7,5,25.5,,"Jet Florida, Inc.",-39.229,,2,free fall,310,8.25,10.50,9.50,16.50,8.00,13.00,9.00,,,Partial,emerged part refile 5,yes,,yes,yes,,,218,,,218,"621,893,779",,No,"Air Transportation, Scheduled","E: Transportation, Communications, Electric, Gas","451 Air Transportation, Scheduled",45 Transportation By Air,4512,,Not tort,,,no,no,,,,,,,,,,"235,830,000",voluntary,1986,1986,1984,1984,3.7
"Akorn, Inc.",,"1,289",,,"1,289","1,492",,"1,195","1,032",,,,,20-11177,,,Douglas S. Boothe,,CEO still in office 11/2/2022,0000003116,,,Wilmington,Wilmington,11,Wilmington,,yes,Kurtzman Carson Consultants LLC,,,yes,Jenner Block,Jenner & Block LLP,,no,,,,no,,,,260.3,256.4,009728,106,12/31/2019,,,12/31/2019,12/31/2019,,,,,,,1/1/2019,9/9/9999,6/3/2020,,9/4/2020,,6/15/2020,6/30/2020,9/4/2020,10/1/2020,9/4/2020,,5/20/2020,6/17/2019,,,,,,105,107,DE,Kirkland Ellis,Kirkland & Ellis LLP / Kirkland & Ellis International LLP,,,yes,"Wilmington Savings Fund Society, FSB, as administrative agent",30,,,,yes,confirmed,DE,,,,,,673,yes,yes,yes,-50.559,-58.526,19.741,,,yes,not as of 5/4/2022,"2,227",,1,,,,,pending,56,,,115.318,106.920,,121.033,116.662,123.383,114.223,014304,,Lake Forest,0.01%,"19,497",IL Chicago,653,IL,664,33,-226.770,,LA,,,,DE,Karen B. Owens,John T. Dorsey,"1,054",,,"1,054","1,220",,"1,218","1,052",9,5,,3.6,,Akorn Operating Company LLC,-226.770,,17,prenegotiated,1186,3.25,5.50,5.50,4.75,3.25,3.25,,,,,not emerged 5,no,,no,no,no,"yes, buyer",682,,,682,"789,967,316",,Yes,Pharmaceutical Preparations,D: Manufacturing,283 Drugs,28 Chemicals and Allied Products,2834,,Not tort,,,no,,,,,,,,,,,"326,569,308",voluntary,2020,2020,2020,2020,
"Al Copeland Enterprises, Inc.",Still existing to 1996; changed name to AFC Enterprises in 1996,427,,,427,938,,"1,179",537,,,,,91-51401,,91-12575,Alvin C. Copeland,,Replaced,,,,Austin,Other,11,San Antonio,,,,,,yes,Cox Smith,"Cox & Smith, Inc.",,denied,,,,no,,,,141.8,135.2,217213,933,12/30/1990,12/31/1989,12/25/1988,12/30/1990,,,,,,,,4/10/1989,11/4/1992,4/22/1991,,10/22/1992,,,3/16/1992,10/22/1992,11/4/1992,10/22/1992,,4/4/1991,10/1/1989,,8/1/1991,,,,,567,OT,Proskauer Rose,Proskauer Rose LLP,,,,,,,,,,confirmed,TX WD,,,,,,3815,yes,none,no,-8.298,-18.216,32.002,,,yes,no,"14,200",,,,no,,yes,no,41,,,60.544,57.510,,62.122,57.821,64.679,56.459,021580,,Jefferson,0.01%,"14,253",LA New Orleans,1053,LA,499,8,-136.013,,TX,,,,TX WD,Frank R. Monroe,Leif M. Clark,553,,,553,"1,213",,,,10,4,,18.9,,America's Favorite Chicken,-136.013,,,free fall,656,6.00,10.00,7.75,11.50,6.00,9.00,,,,,emerged no refile 5,yes,involuntary in San Antonio; 4/4/1991; 91-51401,no,no,no,,460,,420,460,"1,009,987,898",,Yes,Eating Places,G: Retail Trade,581 Eating and Drinking Places,58 Eating and Drinking Places,5812,,Not tort,Austin,TX WD,yes,no,,,no,no,,,,,,"252,980,000",involuntary,1992,1992,1992,1991,
Alexanders Inc.,No longer a department store; continuing as a REIT,188,199,208,188,400,93,389,183,,,,,92-42704,,,Robin L. Farkas,End date is confirmation date; taken from 91-96 study,Replaced,,0000003499,,New York,New York,11,New York,,,,,,yes,Hahn Hessen,Hahn & Hessen,,no,,,,no,,,,145.1,139.7,014752,109,7/27/1991,7/28/1990,7/29/1989,7/27/1991,,,,12/31/1993,,12/31/1994,,7/28/1984,9/21/1993,5/22/1992,,9/21/1993,,,,9/21/1993,,9/21/1993,,5/15/1992,11/25/1985,,,,,,,494,NY,Shearman Sterling,Shearman & Sterling LLP,,,,,,,,,,confirmed,NY SD,,,,,,2159,yes,none,no,-19.400,-41.216,-12.290,7.977,6.156,yes,yes,"7,200",13,1,,no,,no,no,32,continuing 2012-05-14,no information in 10-K,61.289,59.333,,63.947,57.510,65.656,57.821,001257,001257,New York,2.88%,"7,398,754",NY New York,106,NY,1,1,-4.182,4.033,DE,,,,NY SD,Cornelius Blackshear,,87,94,,87,184,119,,,9,5,,16.5,,Alexander's Inc,-4.182,4.033,17,free fall,577,7.75,8.50,8.75,10.00,6.00,6.50,,,,,emerged no refile 5,yes,,,no,,,430,460,463,430,"914,158,130",12,No,Department Stores,G: Retail Trade,531 Department Stores,53 General Merchandise Stores,5311,,Not tort,,,no,no,,,no,no,,,,,,"256,510,000",voluntary,1993,1993,1993,1992,
